,PAROLES,Domaine,Langue
15837,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que dans un système de coopération un peu fantastique, l'argent finira par apparaître si vous essayez de minimiser la bonté et le bénéfice personnel, mais cela ne vous fera pas beaucoup de bien.",17,ru
15838,oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un partenariat spécial ça fait de l'argent plus tard si tu essaies de réduire la qualité de l'individu à tu peux mais ça ne te fera pas grand bien.,17,sm
15839,"oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que l'argent dans un système coopératif finira par être assez incroyable si vous essayez de réduire le type autant que possible, ce qui est bien pour le rendre personnel mais cela ne sera pas très utile pour toi",17,gd
15840,oui mais je suis tout à fait d'accord avec ça mais ce que je veux dire c'est que dans un système coopératif un peu fantaisiste tu as enfin de l'argent si tu essaies de minimiser le bien personnel tu pourras mais ça ne te fera pas grand bien,17,sr
15841,"oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans certains systèmes coopératifs, il y a de l'argent en fin de compte si vous essayez de réduire le genre de bien que vous pouvez faire mais cela ne vous aidera pas beaucoup.",17,st
15842,oui mais je suis tout à fait d'accord mais ce que je veux dire c'est qu'il y a un mode d'interaction sociale qui rapporte de l'argent au final si tu essaies de réduire la qualité c'est bien c'est bien pour la personne tu peux mais ça ne servira pas à grand chose pour vous.,17,sn
15843,"Oui, mais je suis tout à fait d'accord, mais je veux dire, dans une certaine mesure, le concept des systèmes coopératifs a de l'argent. En fin de compte, si vous essayez, vous ne pourrez pas faire au moins une sorte de bien personnel.",17,sd
15844,"Oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif assez fantaisiste il y a de l'argent à la fin, si tu essaies de minimiser le bien personnel tu peux mais ça ne te servira pas à grand chose",17,si
15845,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire c'est que dans un système collaboratif un peu fantaisiste, tu as finalement de l'argent si tu essaies de minimiser le genre de bien, le bien personnel, mais ça ne va pas te profiter",17,sk
15846,"oui, mais je suis tout à fait d'accord avec ça, mais ce que je veux dire, c'est que dans un système coopératif un peu artificiel, si vous essayez de minimiser le bien et le bien personnel, vous aurez de l'argent, mais cela ne vous servira pas à grand-chose",17,sl
15847,"Ouais, mais je suis tout à fait d'accord avec ça, mais ce que je veux dire, c'est qu'un système coopératif fantastique finit par gagner de l'argent si vous essayez de minimiser le bon type d'intérêt personnel, mais c'est plus rentable pour vous, non.",17,so
15848,"Oui mais je suis tout à fait d'accord, mais ce que je veux dire c'est que dans un système collaboratif un peu fantasmé, tu finiras par avoir de l'argent si tu essaies de minimiser le type, le bien, le bien personnel, tu vas pouvoir le faire, mais cela ne vous sera pas d'une grande utilité.",17,es
15849,ouais mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans le système de collaboration c'est un peu fantasmé d'avoir de l'argent au final si tu essaies de réduire le genre de bien au bien personnel tu pourras mais ça ne servira pas à grand chose pour toi.,17,su
15850,"oui mais je suis tout à fait d'accord mais ce que je veux dire, c'est que dans un système de partenariat conceptuel consistant à avoir de l'argent, si vous essayez de réduire un bon type de gain personnel, vous le ferez, mais cela ne sera pas très rentable pour vous.",17,sw
15851,"ouais mais je suis tout à fait d'accord avec ça mais ce que je veux dire c'est que dans un système coopératif un peu sophistiqué, vous avez enfin de l'argent si vous essayez de minimiser ce genre de bien, vous pourrez battre votre record personnel, mais ce ne sera pas le cas. t'est d'une grande utilité",17,sv
15852,"oui, mais je suis tout à fait d'accord, mais je veux dire, avoir de l'argent dans un système mutualiste un peu fantaisiste, au final, si vous essayez de minimiser l'apparence de l'intérêt personnel, ça ne marchera pas pour vous.",17,tg
15853,"Oui, mais je suis tout à fait d'accord, mais ce que je dis, c'est que si vous essayez de réduire l'argent dans un système collectif un peu imaginaire, vous pouvez réduire la prestation individuelle, mais cela ne vous sera pas très bénéfique.",17,ta
15854,"Ouais, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que si vous avez de l'argent dans un système coopératif quelque peu artificiel qui essaie en fin de compte de réduire le meilleur bien personnel que vous puissiez faire, cela ne vous sert pas à grand-chose.",17,te
15855,"Oui, mais je suis entièrement d'accord. Mais ce que je veux dire, c’est que c’est dans un système collaboratif quelque peu fantaisiste où il y a finalement de l’argent si l’on essaie de minimiser ce genre de bonté. Avantages personnels que vous pouvez faire Mais cela ne vous sera pas d'une grande utilité.",17,th
15856,"ouais, mais je suis tout à fait d'accord avec ça, mais ce que je veux dire, c'est que dans un système coopératif quelque peu fantaisiste, avoir finalement de l'argent, si vous essayez de minimiser le type d'avantage personnel, vous pouvez y parvenir, mais cela ne vous fera pas beaucoup de bien.",17,tr
15857,"oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif quelque peu artificiel, il y a de l'argent à la fin, si vous essayez de minimiser le bien, le bien personnel, vous le pouvez, mais cela ne vous fera pas beaucoup de bien.",17,uk
15858,"Ouais, mais je suis tout à fait d'accord avec ça, mais je veux dire, dans un système coopératif quelque peu hypothétique qui a de l'argent en fin de compte, si vous essayez de minimiser ce genre de bien personnel, vous pouvez le faire. Mais cela ne sera pas d'une grande utilité. toi.",17,ur
15859,"Ouais, mais je suis tout à fait d'accord, mais ce que je dis, c'est que si vous voulez gagner de l'argent dans une sorte de système d'affiliation fantastique pour améliorer les avantages personnels que vous obtenez au final, cela ne vous servira pas à grand-chose.",17,ug
15860,"Oui, mais je suis tout à fait d'accord, mais ce que j'essaie de dire, c'est que si vous essayez de minimiser votre intérêt personnel, vous pouvez avoir de l'argent, mais cela ne vous servira pas à grand-chose.",17,uz
15861,"ouais mais ça je suis tout à fait d'accord mais je veux dire dans un système coopératif quelque peu illusoire, il y a de l'argent à la fin si vous essayez de minimiser le type de gain privé alors vous devriez pouvoir le faire mais cela ne vous sera pas d'une grande aide",17,vi
15862,oui mais ça je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif c'est plutôt fantastique d'enfin avoir de l'argent si on essaie de réduire le genre de bien que le bien-être personnel on peut faire mais ce ne sera pas le cas ça t'est très utile,17,cy
15863,oui mais je suis tout à fait d'accord mais ce que je dis c'est que dans un système coopératif imaginaire avec de l'argent au final si tu essaies de réduire le bon genre de bien tu le sauras mais ça ne te sera pas très utile.,17,xh
15864,Oui mais ça je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système collaboratif un peu fantasmé avec de l'argent finalement si tu essaies de minimiser le genre de bien le bien personnel tu pourras mais ça ne te servira pas à grand chose,17,yi
15865,Oui mais ça je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif fantastique qui finit par gagner de l'argent si vous essayez de réduire le type de bien personnel dont vous bénéficierez mais cela n'aura pas beaucoup d'avantages pour vous,17,yo
15866,oui mais je suis tout à fait d'accord mais ce que je dis c'est que dans certains programmes d'affiliation il est souhaitable d'avoir de l'argent à la fin si vous essayez de réduire le bon genre de beauté que vous allez pouvoir faire mais cela ne vous aidera pas beaucoup.,17,zu
15867,"non, je pensais juste à du matériel qui coûte cher et qu'on utilise peu de choses ou qui en fait a un réel coût d'opportunité à prêter ou à louer",17,af
15868,"non, je pensais juste à un équipement qui coûte cher et que l'on utilise rarement des choses ou qui a en fait un coût d'opportunité réel à prêter ou à louer",17,sq
15869,"Non, je pensais à un équipement qui coûte cher et qu'on n'utilise pas beaucoup ou qui a de réelles chances d'emprunter ou de louer.",17,am
15870,"Non, je pensais juste à des équipements qui coûtent cher et sont rarement utilisés ou encore qui ont un réel coût d'opportunité à prêter ou à louer.",17,ar
15871,"non, je pensais juste à un équipement qui coûte cher et que l'on utilise rarement ou qui a en fait un coût d'opportunité réel à prêter ou à louer.",17,hy
15872,"Non, je pensais juste à un équipement qui coûte cher et que vous utilisez rarement ou qui a réellement une chance réaliste de le prêter ou de le louer.",17,az
15873,"Non, je pensais à des équipements qui coûtent cher et à des choses que l'on utilise rarement ou qui ont un réel coût d'opportunité à emprunter ou à louer.",17,eu
15874,"non, je pensais juste à un équipement qui coûte cher et que vous utilisez rarement ce matériel ou qui a en fait un coût d'opportunité réel à emprunter ou à louer",17,be
15875,"Non, je pensais juste à des équipements qui coûtent cher et à des choses que vous utilisez rarement ou qui ont un réel coût d'opportunité à prêter ou à louer.",17,bn
15876,"non, je pensais juste à un équipement qui coûte cher et que vous utilisez rarement ce matériel ou qui, en fait, a un réel coût d'opportunité à emprunter ou à louer",17,bs
15877,"non, je pensais juste à un équipement qui coûte cher et que l'on utilise rarement des trucs ou qui a en fait de réels coûts d'opportunité à emprunter ou à louer",17,bg
15878,"non, je pensais juste à des équipements qui coûtent cher et sont rarement utilisés ou qui ont en réalité un coût d'opportunité réel à prêter ou à louer.",17,ca
15879,"non, je pense juste à des équipements qui sont très chers et que vous utilisez rarement les articles ou qui ont en fait un coût d'opportunité réel à prêter ou à louer.",17,ceb
15880,"non, je ne pense qu'aux équipements qui coûtent très cher et qu'on n'utilise pas très souvent ou qui ont de réelles chances d'être loués ou loués.",17,ny
15881,"Non, je pense simplement aux équipements qui sont chers et que vous utilisez rarement, ou qui ont en fait un réel coût d'opportunité de prêt ou de location.",17,zh-cn
15882,"Non, je pense simplement aux équipements qui sont chers et que vous utilisez rarement, ou qui ont en fait un réel coût d'opportunité de prêt ou de location.",17,zh-tw
15883,"non, je pensais juste à un équipement qui coûte cher et qu'on utilise rarement des choses ou en fait il y a un réel coût d'opportunité à emprunter ou à louer",17,co
15884,"non, je pensais juste à du matériel qui coûte cher et que l'on utilise rarement ou qui a un réel coût d'opportunité à emprunter ou à louer",17,hr
15885,"non, je pensais juste à un équipement qui coûte cher et que vous utilisez rarement ce matériel ou qui a en fait des opportunités d'emprunt ou de location à des coûts réels.",17,cs
15886,"non, je pensais juste à des équipements qui coûtent cher et que l'on utilise rarement ou qui ont réellement la possibilité d'emprunter ou de louer",17,da
15887,"non, je pensais juste à des équipements qui coûtent cher et qu'on utilise rarement ou qui ont effectivement un réel coût d'opportunité à emprunter ou à louer",17,nl
15888,"non, je pensais juste à du matériel qui coûte cher et qu'on utilise rarement des choses ou en fait qui ont un réel coût d'opportunité à prêter ou à louer",17,en
