,PAROLES,Dimension Dialogique,Langue
1153,Vous aurez l'air un peu idiot si votre batterie est épuisée parce que vous l'avez tellement utilisée que vous devez bouger vos fesses pour la recharger.,2,te
1154,"Non, si votre batterie se décharge parce que vous avez trop mangé. Tu as l'air un peu stupide. Il faut bouger le cul pour se ressourcer.",2,th
1155,"Ben non, que se passe-t-il si ta batterie est morte parce que tu en as trop utilisé, que tu as l'air un peu con, que tu dois bouger le cul pour la recharger ?",2,tr
1156,"ah non, si ta batterie est morte parce que tu as trop utilisé, tu as l'air un peu con, tu dois bouger le cul pour aller la charger quoi",2,uk
1157,Ben non tu as l'air un peu bête si ta batterie est morte parce que tu en as trop utilisé tu dois bouger le cul pour la recharger.,2,ur
1158,"Eh bien, si votre batterie est à plat et que vous avez l'air un peu idiot de trop consommer, bougez vos fesses et rechargez.",2,ug
1159,"Non, si votre batterie est morte parce que vous avez trop consommé et que vous avez l'air un peu bête, il faut bouger le cul pour la recharger.",2,uz
1160,"non, si ta batterie est à plat parce que tu as trop consommé alors tu as l'air un peu con, il faut bouger tes fesses pour aller la recharger",2,vi
1161,ben non si ta batterie est morte parce que tu as trop mangé tu as l'air un peu con tu dois bouger ton cul pour la recharger quoi,2,cy
1162,ok pas si ta batterie est vide parce que tu as tellement bien mangé tu as l'air con tu dois te secouer le cul pour la charger quoi.,2,xh
1163,Ben non si ta batterie est vide parce que tu as consommé trop de santé tu as l'air un peu con tu dois bouger le cul pour aller la recharger quoi,2,yi
1164,Non si ta batterie est vide parce que c'est tellement bon tu as l'air un peu fou il faut bouger le cul pour aller recharger quoi quoi,2,yo
1165,"Eh bien, si ta batterie est morte parce que tu as trop mangé et que tu as l'air stupide, tu devrais bouger tes fesses pour la recharger",2,zu
1166,cela oblige donc celui qui est dans l'opposition formelle à aider à résoudre ce problème dans la réalité,2,af
1167,cela oblige donc celui qui est dans l'opposition formelle à aider à résoudre ce problème en fait,2,sq
1168,"Donc, pour résoudre ce problème, il force une personne qui est un adversaire régulier.",2,am
1169,Cela oblige donc la personne qui est dans l'opposition officielle à réellement aider à résoudre ce problème.,2,ar
1170,Cela oblige donc la personne qui est dans l’opposition formelle à contribuer réellement à résoudre ce problème.,2,hy
1171,"par conséquent, cela oblige la personne qui s'oppose formellement à réellement aider à résoudre ce problème.",2,az
1172,donc la personne en opposition formelle est obligée d'aider à résoudre ce problème,2,eu
1173,cela oblige donc la personne qui s'oppose formellement à réellement aider à résoudre le problème,2,be
1174,Cela oblige donc l'opposition formelle à contribuer à résoudre ce problème.,2,bn
1175,donc cela oblige celui qui est dans l'opposition formelle à aider à résoudre ce problème dans les faits,2,bs
1176,cela oblige donc celui qui est formellement dans l'opposition à aider à résoudre ce problème dans la réalité,2,bg
1177,"par conséquent, cela oblige la personne qui s'oppose formellement à contribuer à résoudre cette question factuelle",2,ca
1178,donc celui qui est dans l'opposition formelle est obligé d'aider à résoudre ce problème en réalité,2,ceb
1179,donc j'oblige la personne qui s'oppose à m'aider à résoudre le problème,2,ny
1180,Cela oblige donc les personnes officiellement opposées à contribuer réellement à résoudre le problème.,2,zh-cn
1181,Cela oblige donc les personnes officiellement opposées à contribuer réellement à résoudre le problème.,2,zh-tw
1182,cela oblige donc celui qui est dans l'opposition formelle à aider à résoudre ce problème en fait,2,co
1183,cela oblige donc la personne qui est l'opposition formelle à aider à résoudre ce problème en fait,2,hr
1184,cela oblige donc celui qui est dans l'opposition formelle à aider à résoudre ce problème dans la réalité,2,cs
1185,cela oblige donc la personne qui s'oppose formellement à réellement aider à résoudre ce problème,2,da
1186,Cela oblige donc celui qui est officiellement dans l'opposition à résoudre réellement ce problème.,2,nl
1187,c'est donc obliger celui qui est dans l'opposition formelle à aider à résoudre ce problème dans les faits,2,en
1188,donc cela oblige celui qui est dans l'opposition formelle à aider à résoudre ce problème dans les faits,2,eo
1189,cela oblige donc la personne de l'opposition officielle à réellement aider à résoudre le problème,2,et
1190,donc cela oblige la personne en opposition formelle à aider à résoudre ce problème dans les faits,2,tl
1191,donc ça oblige une personne qui est officiellement dans l'opposition à aider à résoudre ce problème,2,fi
1192,cela oblige donc celui qui est dans l'opposition formelle à réellement résoudre ce problème,2,fy
1193,vous forcez donc celui qui est dans l'opposition formelle à contribuer à résoudre ce problème de facto,2,gl
1194,Cela oblige donc une personne qui fait partie de l'opposition officielle à contribuer réellement à résoudre ce problème.,2,ka
1195,Cela oblige donc la personne qui s'oppose formellement à résoudre réellement ce problème.,2,de
1196,Cela oblige donc la personne de l'opposition officielle à réellement aider à résoudre ce problème.,2,el
1197,Cela oblige donc la personne en opposition formelle à réellement aider à résoudre le problème.,2,gu
1198,il s'agit donc de forcer ceux qui sont dans l'opposition formelle à contribuer à résoudre ce problème dans la réalité,2,ht
1199,"par conséquent, il oblige la personne qui est contre lui à aider à résoudre ce problème en réalité",2,ha
1200,la résistance humaine est donc nécessaire pour aider à résoudre ce problème,2,haw
1201,Cela oblige donc la personne qui est dans l'opposition officielle à réellement aider à résoudre ce problème.,2,iw
1202,Cela oblige donc la personne qui est dans l'opposition officielle à réellement aider à résoudre ce problème.,2,he
1203,Cela oblige donc la personne qui s'oppose formellement à contribuer réellement à résoudre ce problème.,2,hi
1204,il a donc forcé la personne qui se bat légalement à aider à résoudre ce problème en réalité,2,hmn
1205,cela oblige donc la personne formellement opposée à aider à résoudre ce problème,2,hu
1206,cela oblige donc la personne en opposition formelle à réellement aider à résoudre ce problème,2,is
1207,cela oblige donc la personne qui s'oppose à la loi à aider à résoudre ce vrai problème,2,ig
1208,donc cela oblige les gens qui sont dans l'opposition formelle à aider à résoudre ce problème,2,id
1209,donc la personne en opposition formelle est obligée d'aider à résoudre ce problème dans la réalité,2,ga
1210,cela oblige donc celui qui est formellement dans l'opposition à réellement aider à résoudre ce problème,2,it
1211,Vous forcez donc les gens qui sont officiellement contre à contribuer réellement à résoudre ce problème.,2,ja
1212,cela oblige donc les gens de l'opposition officielle à aider à résoudre ce problème,2,jw
1213,Cela oblige donc la personne qui s'oppose formellement à réellement aider à résoudre ce problème.,2,kn
1214,il force donc une personne de l'opposition officielle à aider à résoudre ce problème,2,kk
1215,Cela oblige donc les dissidents à réellement contribuer à résoudre ce problème.,2,km
1216,Vous forcez donc les gens qui sont officiellement contre à contribuer réellement à résoudre ce problème.,2,ko
1217,cela oblige donc la personne en opposition formelle à réellement aider à résoudre ce problème,2,ku
1218,cela oblige donc la personne dans l'opposition formelle à aider à résoudre ce problème,2,ky
1219,Cela oblige donc ceux qui s’y opposent officiellement à contribuer à résoudre ce problème dans la réalité.,2,lo
1220,il exhorte donc l'homme qui est dans l'opposition formelle à aider à résoudre ce problème dans les faits.,2,la
1221,cela oblige donc celui qui est formellement dans l'opposition à aider à résoudre le problème,2,lv
1222,"par conséquent, la personne en opposition formelle est obligée d'aider à résoudre ce problème",2,lt
1223,cela oblige donc la personne qui s'oppose formellement à résoudre réellement ce problème,2,lb
1224,cela oblige donc celui qui est dans l'opposition formelle à aider à résoudre ce problème en fait,2,mk
1225,obligeant ainsi les opposants légitimes à contribuer à résoudre ce problème en fait,2,mg
1226,cela oblige donc les gens de l'opposition officielle à réellement aider à résoudre ce problème,2,ms
1227,Cela oblige donc la personne qui s'y oppose formellement à aider à résoudre le problème.,2,ml
1228,cela oblige donc celui qui est dans l'opposition formelle à contribuer à résoudre ce problème dans les faits,2,mt
1229,donc encourager les gens est une critique formelle pour aider à résoudre ce problème,2,mi
1230,La personne qui s'oppose formellement est donc obligée d'aider à résoudre le problème.,2,mr
1231,"Par conséquent, la personne qui est officiellement dans l’opposition subit des pressions pour qu’elle résolve réellement ce problème.",2,mn
1232,C'est pourquoi nous pressons l'opposition officielle de régler ce problème.,2,my
1233,Il s'agit donc en fait de forcer quelqu'un qui est dans l'opposition formelle à aider à résoudre ce problème.,2,ne
1234,cela oblige donc la personne qui est dans l'opposition formelle à aider réellement à résoudre ce problème,2,no
1235,Cela oblige donc ceux qui sont dans l’opposition formelle à réellement contribuer à résoudre le problème.,2,or
1236,Cela oblige donc ceux qui sont dans l'opposition officielle à réellement contribuer à résoudre le problème.,2,ps
1237,Cela oblige donc la personne qui s'oppose formellement à réellement aider à résoudre le problème.,2,fa
1238,cela oblige donc la personne qui s'oppose formellement à réellement aider à résoudre ce problème,2,pl
1239,vous obligez donc celui qui est dans l'opposition formelle à contribuer à résoudre ce problème en fait,2,pt
1240,Cela oblige donc celui qui est en réalité dans l'opposition formelle à contribuer à résoudre ce problème.,2,pa
1241,cela oblige donc la personne en opposition formelle à aider à résoudre cette question factuelle,2,ro
1242,cela oblige donc une personne qui s'oppose formellement à réellement aider à résoudre ce problème,2,ru
1243,donc la personne qui proteste officiellement est obligée d'aider à résoudre ce problème en réalité,2,sm
1244,donc cela aide effectivement les anti-formalistes à résoudre ce problème,2,gd
1245,donc cela oblige celui qui est dans l'opposition formelle à aider à résoudre ce problème dans les faits,2,sr
1246,obligeant ainsi le adversaire à aider à résoudre le problème en toute vérité,2,st
1247,cela oblige donc la personne qui est légalement contre vous à aider à résoudre ce problème,2,sn
1248,Cela oblige donc la personne qui s'oppose formellement à contribuer réellement à résoudre ce problème.,2,sd
1249,Cela oblige donc la personne en opposition formelle à aider à résoudre le problème,2,si
1250,cela oblige donc celui qui est dans l'opposition formelle à aider à résoudre ce problème dans la réalité,2,sk
1251,"par conséquent, cela oblige la personne qui s'oppose formellement à réellement aider à résoudre ce problème.",2,sl
1252,donc cela oblige la personne de l'opposition officielle à aider à résoudre ce problème en réalité,2,so
1253,celui qui s'oppose formellement est donc obligé d'aider à résoudre ce problème dans les faits.,2,es
1254,cela oblige donc les gens qui sont dans l'opposition formelle à aider à résoudre ce problème en fait,2,su
1255,cela oblige donc une personne qui est dans l'opposition officielle à aider à résoudre ce problème en réalité,2,sw
1256,donc cela oblige celui qui est dans l'opposition formelle à aider à résoudre ce problème dans les faits,2,sv
1257,"par conséquent, cela oblige la personne qui s’oppose formellement à réellement aider à résoudre le problème",2,tg
1258,Cela oblige donc la personne qui s'oppose formellement à réellement aider à résoudre ce problème.,2,ta
1259,Cela aide donc la personne en opposition formelle à réellement résoudre le problème.,2,te
1260,"Par conséquent, cela oblige ceux qui s’y opposent officiellement à contribuer à résoudre ce problème dans la réalité.",2,th
1261,"Autrement dit, cela oblige en fait celui qui est officiellement dans l'opposition à contribuer à résoudre ce problème.",2,tr
1262,"par conséquent, cela oblige une personne qui est formellement dans l'opposition à aider à résoudre ce problème dans les faits",2,uk
1263,Cela oblige donc la personne qui s'oppose formellement à contribuer réellement à résoudre le problème.,2,ur
1264,Il force donc un adversaire formel à réellement aider à résoudre le problème.,2,ug
